Gene,Phecode,RareGPS,Indication,Max phase,Indicated mechanism,Indicated drugs,Druggable gene,DrugnomeAI,Predicted mechanism,Activators,Inhibitors,Other drugs
KCNMA1,GE_961.1 [Phakomatoses],0.057,0,0.0,,,1,0.999,,"andolast, bms-223131, flindokalner",,chlorzoxazone
HK1,GI_542.8 [Biliary cirrhosis],0.057,0,0.0,,,0,0.02,,,,
ALDH3A2,NS_341.1 [Cerebral palsy],0.057,0,0.0,,,0,0.007,,,,
RPS19,CV_433.3 [Cerebrovascular insufficiency],0.057,0,0.0,,,1,0.002,,,"cycloheximide, dorlimomab aritox, mt-3724","ataluren, elx-02"
NFKB1,MS_727.5 [Cyst of bone],0.057,0,0.0,,,1,0.204,,,edasalonexent,
ADRA2A,BI_179.1 [Hypogammaglobulinemia NOS],0.057,0,0.0,,,1,0.999,,"apraclonidine, brimonidine, clonidine, dexmedetomidine, dipivefrin, droxidopa, ephedrine, epinephrine, ergotamine, fadolmidine, guanabenz, guanfacine, hydroxyamphetamine, levonordefrin, lofexidine, mephentermine, methyldopa, methyldopate, naphazoline, norepinephrine, oxymetazoline, tetrahydrozoline, tizanidine, xylometazoline","[3h]norepinephrine, alseroxylon, aviptadil, celiprolol, ergoloid, esmirtazapine, fipamezole, idazoxan, l-norepinephrine, labetalol, mirtazapine, moxisylyte, nan, phenoxybenzamine, phentolamine, rauwolfia serpentina, tolazoline, tramadol",
LCAT,GU_580.1 [Acute nephritic syndrome],0.057,0,0.0,,,1,0.192,,,,
PCBP1,CV_433.3 [Cerebrovascular insufficiency],0.057,0,0.0,,,1,0.001,,,,
TF,GU_580.1 [Acute nephritic syndrome],0.057,0,0.0,,,1,0.039,,,,
TAF12,CM_751.213 [Congenital cataract],0.057,0,0.0,,,0,0.0,,,,
ACSL1,GE_961.1 [Phakomatoses],0.057,0,0.0,,,0,0.015,,,,
EDNRB,GI_542.8 [Biliary cirrhosis],0.057,0,0.0,,,1,0.999,,,"ambrisentan, aprocitentan, bosentan, darusentan, enrasentan, macitentan, sitaxentan, tezosentan",rg-7636
YWHAE,SO_369.62 [Keratoconus],0.057,0,0.0,,,0,0.027,,,,
CRAT,NS_324.2 [Degenerative diseases of the basal ganglia (excluding parkinsonism)],0.057,0,0.0,,,0,0.001,,,,
PDCD5,CV_433.3 [Cerebrovascular insufficiency],0.057,0,0.0,,,0,0.001,,,,
BCL2L2-PABPN1,GE_961.1 [Phakomatoses],0.057,0,0.0,,,1,,,,"navitoclax, obatoclax",
CASZ1,CM_763.31 [Ventricular septal defect],0.057,0,0.0,,,0,0.0,Activation,,,
EFNB2,GE_964.3 [Glycogen storage disease],0.057,0,0.0,,,1,0.005,,,sephb4-hsa,
OPRM1,"MB_280.4 [Sedative, hypnotic, or anxiolytic related disorders]",0.057,1,4.0,Activation,"buprenorphine (IV), butorphanol (IV), cebranopadol (I), codeine (IV)
 diacetylmorphine (IV), hydrocodone (IV), hydromorphone (IV)
 levomethadyl (IV), meperidine (IV), methadone (IV), morphine (IV)
 nalmefene (III), naloxone (IV), naltrexone (IV), oxycodone (IV)
 remifentanil (IV), tramadol (IV)",1,0.999,,"alfentanil, anileridine, axomadol, benzhydrocodone, buprenorphine, butorphanol, cebranopadol, codeine, codeine polistirex, dextromoramide, dezocine, diacetylmorphine, difenoxin, dihydrocodeine, diphenoxylate, eluxadoline, faxeladol, fentanyl, frakefamide, hydrocodone, hydrocodone polistirex, hydromorphone, levomethadyl, levorphanol, loperamide, meperidine, meptazinol, methadone, morphine, nalbuphine, naltalimide, oliceridine, orp-101, oxycodegol, oxycodone, oxycodone terephthalate, oxymorphone, propoxyphene, propoxyphene napsylate, remifentanil, sufentanil, tapentadol, tramadol","alvimopan, axelopran, bevenopran, cp-866087, gsk-1521498, levallorphan, methylnaltrexone, methylsamidorphan, naldemedine, nalmefene, naloxegol, naloxegol oxalate, naloxone, naltrexone, odelepran, samidorphan",
HSPB8,GE_972.9 [Muscular dystrophy],0.057,0,0.0,,,0,0.003,Activation,,,
KCNK5,EM_211.1 [Adrenal hyperfunction],0.057,0,0.0,,,0,0.04,,,,
ADD3,CM_770.5 [Congenital osteodystrophies],0.057,0,0.0,,,0,0.003,,,,
LINGO1,CV_433.3 [Cerebrovascular insufficiency],0.057,0,0.0,,,1,0.488,,,opicinumab,
RPL15,GE_961.1 [Phakomatoses],0.057,0,0.0,,,1,0.001,,,"cycloheximide, dorlimomab aritox, mt-3724","ataluren, elx-02"
LASP1,CV_413.41 [Pulmonary valve stenosis],0.057,0,0.0,,,0,0.003,,,,
UQCRFS1,GE_972.2 [Hereditary ataxia],0.057,0,0.0,,,0,0.092,,,,
BICD2,GE_972.2 [Hereditary ataxia],0.057,0,0.0,,,0,0.001,Activation,,,
NBPF1,MS_700.3 [Systemic sclerosis],0.057,0,0.0,,,0,0.0,,,,
TPI1,MS_700.3 [Systemic sclerosis],0.057,0,0.0,,,0,0.009,,,,
ITGB1,MS_728.2 [Osteochondritis dissecans],0.057,0,0.0,,,1,0.976,,,"abituzumab, atn-161, firategrast, natalizumab, volociximab",
SGMS2,GE_978.22 [Ehler's Danlos syndrome],0.057,0,0.0,,,0,0.082,,,,
RET,GU_580.51 [Focal and segmental glomerular lesions*],0.057,0,0.0,,,1,0.997,Activation,,"alectinib, ast-487, bos-589, cep-2563, cep-32496, lestaurtinib, motesanib, pralsetinib, quizartinib, regorafenib, selpercatinib, sorafenib, sunitinib, vandetanib",
AIFM1,GE_972.2 [Hereditary ataxia],0.057,0,0.0,,,1,0.011,Activation,,,
HNRNPC,CV_416.8 [Pre-excitation syndrome [Anomalous atrioventricular excitation]],0.057,0,0.0,,,0,0.003,,,,
HMGCR,MS_719.2 [Muscle calcification and ossification],0.057,0,0.0,,,1,0.998,,,"atorvastatin, cerivastatin, fluvastatin, lovastatin, pitavastatin, pravastatin, rosuvastatin, simvastatin",
GRIN3A,MS_704.1 [Polyarteritis nodosa and related conditions],0.057,0,0.0,,,1,0.998,,"apimostinel, neboglamine, rapastinel","acamprosate, amantadine, av-101, azd8108, cns-5161, delucemine, esketamine, felbamate, gw468816, indantadol, ketamine, lanicemine, memantine, neramexane, orphenadrine, perzinfotel, ralfinamide, tramadol",
HBG2,NS_341.1 [Cerebral palsy],0.057,0,0.0,,,1,0.002,,,,
SMAD3,MS_727.3 [Osteitis deformans [Paget's disease of bone]],0.057,0,0.0,,,1,0.081,,,,
JADE1,GE_961.1 [Phakomatoses],0.057,0,0.0,,,0,0.0,,,,
KDM5A,DE_663.2 [Pemphigoid],0.057,0,0.0,,,1,0.287,,,,
ZMAT2,CM_763.31 [Ventricular septal defect],0.057,0,0.0,,,0,0.0,,,,
TLR7,MS_727.5 [Cyst of bone],0.057,0,0.0,,,1,0.992,,"azd-8848, cpg-52852, gsk-2245035, imiquimod, resiquimod, telratolimod, vesatolimod","bazlitoran, enpatoran, hydroxychloroquine",
STAT1,MS_712.51 [Hypermobility syndrome],0.057,0,0.0,,,1,0.981,,,,
MYH14,CV_414.1 [Hypertrophic cardiomyopathy],0.057,0,0.0,,,0,0.002,,,,
CAT,GI_516.1 [Pyloric stenosis],0.057,0,0.0,,,1,0.466,,,fomepizole,
NDNF,CM_770.5 [Congenital osteodystrophies],0.057,0,0.0,,,0,0.0,,,,
AR,MB_301.2 [Asperger's syndrome*],0.057,0,0.0,,,1,0.988,,"cr 1447, danazol, dromostanolone, ethylestrenol, fluoxymesterone, methandrostenolone, methyltestosterone, nandrolone, oxandrolone, oxymetholone, stanozolol, testosterone, testosterone cypionate, testosterone enanthate","abiraterone, apalutamide, apc-100, bicalutamide, clascoterone, cyproterone, darolutamide, dimethylcurcumin, enzalutamide, flutamide, galeterone, nilutamide, pruxelutamide, seviteronel, shr3680","azd3514, enobosarm, glpg0492, gsk2849466, gsk2881078, he3235, lgd-2941, ly2452473, mk-0773, vk5211"
PTK2,GE_977.6 [Congenital cutaneous mastocytosis*],0.057,0,0.0,,,1,0.991,,,"cep-37440, conteltinib, defactinib, gsk-2256098, ifebemtinib, pf-00562271, vs-4718",
ETNK1,GU_580.1 [Acute nephritic syndrome],0.057,0,0.0,,,0,0.003,,,,
KIT,DE_663.1 [Pemphigus],0.057,0,0.0,,,1,0.999,,,"amg-191, amuvatinib, avapritinib, catequentinib, cediranib, cm-082, dasatinib, dovitinib, enmd-2076, famitinib, foretinib, imatinib, masitinib, midostaurin, motesanib, osi-930, pazopanib, pexidartinib, quizartinib, regorafenib, ripretinib, semaxanib, seralutinib, sorafenib, su-014813, sunitinib, tandutinib, telatinib, tivozanib, vatalanib, xl-820, xl-999",
RGS9BP,SO_386.5 [Color vision deficiencies],0.057,0,0.0,,,0,0.03,,,,
RNF2,SO_386.5 [Color vision deficiencies],0.057,0,0.0,,,0,0.002,,,,
MYH9,GE_970.2 [Thalassemia],0.057,0,0.0,,,0,0.013,Activation,,,
FAM76B,SO_369.62 [Keratoconus],0.057,0,0.0,,,0,0.0,,,,
SCN5A,GE_978.22 [Ehler's Danlos syndrome],0.057,1,4.0,Inhibition,lidocaine (IV),1,0.999,,,"articaine, azd1305, azd7009, benoxinate, carbamazepine, cenobamate, chloroprocaine, cocaine, dibucaine, dichlorobenzyl, disopyramide, dronedarone, dyclonine, encainide, eslicarbazepine, ethotoin, etidocaine, evenamide, flecainide, fosphenytoin, hexylcaine, indecainide, irampanel, lacosamide, lamotrigine, lidocaine, mephenytoin, mepivacaine, merethoxylline procaine, mexiletine, moricizine, nerispirdine, nktr-171, orphenadrine, oxcarbazepine, phenacemide, phenazopyridine, phenytoin, prenylamine, prilocaine, primidone, procainamide, procaine, propafenone, proparacaine, propoxycaine, quinidine, quinidine gluconate, quinidine polygalacturonate, ralfinamide, ranolazine, riluzole, ropivacaine, rufinamide, tetracaine, tocainide, topiramate, vernakalant, zonisamide",
CACNA2D1,GE_972.1 [Hereditary neuropathy],0.057,1,4.0,Other or unknown,pregabalin (IV),1,0.994,,,"bepridil, enflurane, phloroglucinol, suloctidil, terodiline","atagabalin, gabapentin, gabapentin enacarbil, imagabalin, mirogabalin, pregabalin"
MSH3,GE_973.5 [Huntington's disease],0.057,1,0.5,Other or unknown,unknown,1,0.002,,,,
KRAS,GE_961.1 [Phakomatoses],0.057,0,0.0,,,1,0.988,Activation,,"adagrasib, salirasib, sotorasib",
SLC44A1,NS_333.4 [Circadian rhythm sleep disorder],0.057,0,0.0,,,0,0.03,,,,
TSHR,CM_772.2 [Congenital hypothyroidism],0.057,0,0.0,,,1,0.999,Activation,thyrotropin,,
ATP6V0B,CV_416.8 [Pre-excitation syndrome [Anomalous atrioventricular excitation]],0.057,0,0.0,,,0,0.001,,,,
SUCO,NS_324.2 [Degenerative diseases of the basal ganglia (excluding parkinsonism)],0.057,0,0.0,,,0,0.0,,,,
KIF7,GE_972.2 [Hereditary ataxia],0.057,0,0.0,,,0,0.001,,,,
SRSF1,GE_961.1 [Phakomatoses],0.057,0,0.0,,,0,0.0,,,,
GSK3B,CV_416.8 [Pre-excitation syndrome [Anomalous atrioventricular excitation]],0.057,0,0.0,,,1,0.938,Activation,,"azd-1080, elraglusib, lithium, lithium anhydrous, ly-2090314, tideglusib",
KDR,CV_414.1 [Hypertrophic cardiomyopathy],0.057,0,0.0,,,1,0.999,,telbermin,"4sc-203, aee-788, ag-13958, alacizumab, altiratinib, axitinib, bfh-772, bms-690514, bms-794833, bms-817378, brivanib, brivanib alaninate, cabozantinib, catequentinib, cediranib, cep-11981, cep-5214, cep-7055, cm-082, cp-459632, cyc-116, dovitinib, enmd-2076, enmd-981693, famitinib, foretinib, fruquintinib, glesatinib, golvatinib, henatinib, ibcasertib, ilorasertib, imc-1c11, ji-101, krn-633, l-21649, lenvatinib, linifanib, lucitanib, midostaurin, motesanib, ningetinib, nintedanib, nintedanib esylate, olinvacimab, orantinib, osi-632, osi-930, pazopanib, pegdinetanib, pf-00337210, puquitinib, raf-265, ramucirumab, regorafenib, rg-1530, rivoceranib, semaxanib, sorafenib, su-014813, sunitinib, surufatinib, tak-593, tas-115, telatinib, tg100-801, tivozanib, vandetanib, vatalanib, x-82, xl-820, xl-999, zd-4190",
P2RY10,MS_703.2 [Chondrocalcinosis],0.057,0,0.0,,,0,0.864,,,,
ADRA2A,CM_763.13 [Patent ductus arteriosus],0.057,0,0.0,,,1,0.999,,"apraclonidine, brimonidine, clonidine, dexmedetomidine, dipivefrin, droxidopa, ephedrine, epinephrine, ergotamine, fadolmidine, guanabenz, guanfacine, hydroxyamphetamine, levonordefrin, lofexidine, mephentermine, methyldopa, methyldopate, naphazoline, norepinephrine, oxymetazoline, tetrahydrozoline, tizanidine, xylometazoline","[3h]norepinephrine, alseroxylon, aviptadil, celiprolol, ergoloid, esmirtazapine, fipamezole, idazoxan, l-norepinephrine, labetalol, mirtazapine, moxisylyte, nan, phenoxybenzamine, phentolamine, rauwolfia serpentina, tolazoline, tramadol",
TLR4,MS_704.1 [Polyarteritis nodosa and related conditions],0.057,0,0.0,,,1,0.926,,,"eritoran, resatorvid",
GABBR1,NS_333.7 [Narcolepsy],0.057,1,4.0,Activation,oxybate (IV),1,0.999,,"arbaclofen, arbaclofen placarbil, baclofen, lesogaberan, oxybate","acamprosate, sgs-742",
VAMP2,NS_344.2 [Benign intracranial hypertension],0.057,0,0.0,,,1,0.5,,,rimabotulinumtoxinb,
ITGA4,GE_972.9 [Muscular dystrophy],0.057,1,2.0,Other or unknown,unknown,1,0.991,,,"abrilumab, firategrast, natalizumab, ucb-1184197, vedolizumab",
WDR48,GE_972.2 [Hereditary ataxia],0.057,0,0.0,,,0,0.001,,,,
PTGS2,MS_705.2 [Juvenile rheumatoid arthritis [JRA/JIA]],0.057,1,4.0,Inhibition,"celecoxib (IV), dexibuprofen (IV), diclofenac (IV), etodolac (IV)
 ibuprofen (IV), meclofenamate (IV), meclofenamic acid (IV)
 meloxicam (IV), naproxen (IV), oxaprozin (IV), rofecoxib (IV)
 sdx-101 (IV), sulfasalazine (IV), tolmetin (IV)",1,0.999,,,"aceclofenac, acemetacin, acetaminophen, aloxiprin, apazone, apricoxib, aspirin, balsalazide, benzydamine, bismuth subsalicylate, bromfenac, carprofen, celecoxib, cimicoxib, clometacin, dexibuprofen, dexketoprofen, diclofenac, diclofenac etalhyaluronate, diflunisal, dipyrone, esflurbiprofen, etodolac, etoricoxib, fenclofenac, fenoprofen, flurbiprofen, glafenine, gw-406381, ibufenac, ibuprofen, ibuprofen lysine, iguratimod, indomethacin, indoprofen, isoxicam, ketoprofen, ketorolac, ketorolac tromethamine, lornoxicam, loxoprofen, lumiracoxib, meclofenamate, meclofenamic acid, mefenamic acid, meloxicam, mesalamine, metamizole, nabumetone, naproxcinod, naproxen, naproxen etemesil, nepafenac, olsalazine, oxaprozin, oxyphenbutazone, oxyphenbutazone anhydrous, parecoxib, phenylbutazone, piroxicam, pirprofen, polmacoxib, rofecoxib, sulfasalazine, sulindac, suprofen, tolmetin, valdecoxib",
PLG,BI_161.2 [Extrinsic (acquired) hemolytic anemias],0.057,0,0.0,,,1,0.997,,"amediplase, anistreplase, defibrotide, desmoteplase, streptokinase","aminocaproic acid, aprotinin, tranexamic acid",
NALCN,GE_961.1 [Phakomatoses],0.057,0,0.0,,,0,0.846,,,,
EPHB2,MS_700.3 [Systemic sclerosis],0.057,0,0.0,,,1,0.487,,,vandetanib,
WDR19,GE_972.2 [Hereditary ataxia],0.057,0,0.0,,,0,0.002,Activation,,,
ANO1,GU_580.1 [Acute nephritic syndrome],0.057,0,0.0,,,1,0.936,,,crofelemer,
ALAD,GE_973.5 [Huntington's disease],0.057,0,0.0,,,1,0.564,,,,aminolevulinic acid
EFEMP1,NS_323.3 [Motor neuron disease],0.057,0,0.0,,,0,0.002,,,,
ATP2B4,NS_341.1 [Cerebral palsy],0.057,0,0.0,,,1,0.18,,,desflurane,
SLIT2,DE_663.2 [Pemphigoid],0.057,0,0.0,,,1,0.032,,,,
PPIB,MS_727.3 [Osteitis deformans [Paget's disease of bone]],0.057,0,0.0,,,1,0.018,Activation,,,
SERPINC1,CV_438.41 [Aortic dissection],0.057,0,0.0,,,1,0.998,,"ardeparin, bemiparin, dalteparin, danaparoid, enoxaparin, fondaparinux, heparin, nadroparin, parnaparin, tinzaparin",semuloparin,fitusiran
AR,GE_972.9 [Muscular dystrophy],0.057,1,1.0,Activation,testosterone enanthate (I),1,0.988,Activation,"cr 1447, danazol, dromostanolone, ethylestrenol, fluoxymesterone, methandrostenolone, methyltestosterone, nandrolone, oxandrolone, oxymetholone, stanozolol, testosterone, testosterone cypionate, testosterone enanthate","abiraterone, apalutamide, apc-100, bicalutamide, clascoterone, cyproterone, darolutamide, dimethylcurcumin, enzalutamide, flutamide, galeterone, nilutamide, pruxelutamide, seviteronel, shr3680","azd3514, enobosarm, glpg0492, gsk2849466, gsk2881078, he3235, lgd-2941, ly2452473, mk-0773, vk5211"
LTBP2,GE_977.6 [Congenital cutaneous mastocytosis*],0.057,0,0.0,,,0,0.012,,,,
RPL15,NS_324.2 [Degenerative diseases of the basal ganglia (excluding parkinsonism)],0.057,0,0.0,,,1,0.001,,,"cycloheximide, dorlimomab aritox, mt-3724","ataluren, elx-02"
MB,GU_580.1 [Acute nephritic syndrome],0.057,0,0.0,,,0,0.011,,,,
APP,NS_324.2 [Degenerative diseases of the basal ganglia (excluding parkinsonism)],0.057,1,2.0,Other or unknown,unknown,1,0.902,,,"crenezumab, lecanemab","aducanumab, amilomotide, bapineuzumab, donanemab, florbetaben f-18, gantenerumab, gsk933776, ponezumab, solanezumab, tramiprosate, valiltramiprosate, vanutide cridificar"
RBFOX1,GE_972.9 [Muscular dystrophy],0.057,0,0.0,,,0,0.007,,,,
HTRA1,GE_963.1 [Lipid storage disorders],0.057,0,0.0,,,1,0.002,,,,
TET2,GE_977.6 [Congenital cutaneous mastocytosis*],0.057,0,0.0,,,1,0.03,,,,
BACE1,EM_249.1 [Cerebral amyloid angiopathy*],0.057,0,0.0,,,1,0.968,,,"atabecestat, elenbecestat, lanabecestat, verubecestat",
SHOC2,CV_414.1 [Hypertrophic cardiomyopathy],0.057,0,0.0,,,0,0.003,,,,
SLC6A4,MB_296.2 [Schizoid personality disorder],0.057,1,4.0,Inhibition,"clomipramine (IV), escitalopram (II), fluoxetine (IV)
 imipramine (IV), lumateperone (II)",1,0.998,,,"amitifadine, amitriptyline, amoxapine, bicifadine, centanafadine, citalopram, clomipramine, dapoxetine, dasotraline, desvenlafaxine, dothiepin, duloxetine, escitalopram, escitalopram oxalate, faxeladol, fluoxetine, fluvoxamine, gsk163090, imipramine, indalpine, levomilnacipran, liafensine, lumateperone, mazindol, methamphetamine, milnacipran, nefazodone, nomifensine, nortriptyline, ns-2359, paroxetine, paroxetine hemihydrate, protriptyline, sertraline, sibutramine, tedatioxetine, tesofensine, trazodone, venlafaxine, vilazodone, vortioxetine",chlorphentermine
CRK,CM_763.13 [Patent ductus arteriosus],0.057,0,0.0,,,0,0.084,,,,
TFR2,GE_970.2 [Thalassemia],0.057,0,0.0,,,1,0.002,Activation,,e2.3,pabinafusp
HTT,MB_302.1 [Speech and language developmental delay],0.057,0,0.0,,,1,0.904,,,tominersen,
KCNH2,GE_963.1 [Lipid storage disorders],0.057,0,0.0,,,1,0.999,,,"amifampridine, amiodarone, azd1305, azd7009, dalfampridine, dofetilide, guanidine, ibutilide, nerispirdine, sotalol, tedisamil, vernakalant",
EIF2S1,GE_963.1 [Lipid storage disorders],0.057,0,0.0,,,1,0.009,,,,
RASA1,CV_413.41 [Pulmonary valve stenosis],0.057,0,0.0,,,0,0.05,,,,
CACNA1C,GE_972.9 [Muscular dystrophy],0.057,0,0.0,,,1,0.999,Activation,,"amlodipine, azd1305, azelnidipine, barnidipine, benidipine, bepridil, cilnidipine, cinnarizine, clevidipine, diltiazem, dronedarone, elpetrigine, enflurane, felodipine, isradipine, lacidipine, lercanidipine, levamlodipine, manidipine 6300, nicardipine, nifedipine, nilvadipine, nimodipine, nisoldipine, nitrendipine, phenytoin, phloroglucinol, suloctidil, terodiline, topiramate, verapamil","atagabalin, gabapentin, gabapentin enacarbil, imagabalin, pregabalin"
EIF5A,CV_413.41 [Pulmonary valve stenosis],0.057,0,0.0,,,1,0.001,,,,
CEP290,SO_373.2 [Choroidal degenerations],0.057,0,0.0,,,1,0.002,Activation,sepofarsen,,
RPS29,CM_751.213 [Congenital cataract],0.057,0,0.0,,,1,0.002,,,"cycloheximide, dorlimomab aritox, mt-3724","ataluren, elx-02"
RPS10-NUDT3,CV_413.41 [Pulmonary valve stenosis],0.057,0,0.0,,,0,,,,,
RNF41,CM_763.13 [Patent ductus arteriosus],0.057,0,0.0,,,0,0.002,,,,
AR,GE_963.1 [Lipid storage disorders],0.057,0,0.0,,,1,0.988,,"cr 1447, danazol, dromostanolone, ethylestrenol, fluoxymesterone, methandrostenolone, methyltestosterone, nandrolone, oxandrolone, oxymetholone, stanozolol, testosterone, testosterone cypionate, testosterone enanthate","abiraterone, apalutamide, apc-100, bicalutamide, clascoterone, cyproterone, darolutamide, dimethylcurcumin, enzalutamide, flutamide, galeterone, nilutamide, pruxelutamide, seviteronel, shr3680","azd3514, enobosarm, glpg0492, gsk2849466, gsk2881078, he3235, lgd-2941, ly2452473, mk-0773, vk5211"
DPYSL3,GE_961.1 [Phakomatoses],0.057,0,0.0,,,0,0.003,,,,
HSPG2,DE_663.2 [Pemphigoid],0.057,0,0.0,,,1,0.006,,,,
SNRNP200,SO_386.6 [Night blindness],0.057,0,0.0,,,1,0.0,,,,
RXYLT1,GE_972.9 [Muscular dystrophy],0.057,0,0.0,,,0,0.001,,,,
GALNS,CV_414.1 [Hypertrophic cardiomyopathy],0.057,0,0.0,,,1,0.002,,,,
ACLY,DE_669.2 [Behcet's syndrome],0.057,0,0.0,,,1,0.013,,,bempedoic acid,
DHTKD1,NS_341.1 [Cerebral palsy],0.057,0,0.0,,,0,0.001,,,,
CDK2AP2,CM_763.13 [Patent ductus arteriosus],0.057,0,0.0,,,0,0.0,,,,
NLK,BI_162.1 [Constitutional (hereditary) aplastic anemia],0.057,0,0.0,,,0,0.017,Activation,,,
IFIH1,CM_772.1 [Congenital malformations of endocrine glands],0.057,0,0.0,,,1,0.001,Activation,,,
POLR2H,EM_208.1 [Hypoparathyroidism],0.057,0,0.0,,,0,0.014,,,,
NR3C1,CV_438.41 [Aortic dissection],0.057,1,4.0,Activation,methylprednisolone (IV),1,0.998,,"alclometasone, amcinonide, beclomethasone, betamethasone, betamethasone phosphoric acid, budesonide, ciclesonide, clobetasol, clocortolone pivalate, cortisone, cortivazol, deflazacort, desonide, desoximetasone, dexamethasone, dexamethasone phosphoric acid, diflorasone, difluprednate, flumethasone pivalate, flunisolide, fluocinolone, fluocinonide, fluorometholone, fluprednisolone, flurandrenolide, fluticasone, fluticasone furoate, halcinonide, halobetasol, hydrocortamate, hydrocortisone, hydrocortisone anhydrous, hydrocortisone butyrate, hydrocortisone cypionate, hydrocortisone phosphoric acid, hydrocortisone probutate, loteprednol etabonate, mapracorat, medrysone, meprednisone, methylprednisolone, mometasone furoate, paramethasone, prednicarbate, prednisolone, prednisolone phosphoric acid, prednisolone tebutate, prednisone, rimexolone, triamcinolone, vamorolone","cort 108297, cyproterone, mifepristone, org-34517, relacorilant","abbv-3373, azd-5423, dagrocorat, fosdagrocorat, velsecorat"
MFSD8,NS_323.3 [Motor neuron disease],0.057,0,0.0,,,1,0.0,,,,
TPR,GE_972.9 [Muscular dystrophy],0.057,0,0.0,,,0,0.002,,,,
AK1,BI_161.2 [Extrinsic (acquired) hemolytic anemias],0.057,0,0.0,,,0,0.05,,,,
VEGFA,GI_540.11 [Autoimmune hepatitis],0.057,0,0.0,,,1,0.978,,,"abicipar, aflibercept, bevacizumab, brolucizumab, conbercept, faricimab, muparfostat, pegaptanib, ranibizumab, vanucizumab","bevacizumab 111in, bevasiranib"
COL11A1,GE_961.1 [Phakomatoses],0.057,0,0.0,,,1,0.004,,,,"collagenase clostridium histolyticum, ocriplasmin"
BDNF,MS_727.3 [Osteitis deformans [Paget's disease of bone]],0.057,0,0.0,,,0,0.287,,,,
PPARG,RE_464.2 [Chronic nasopharyngitis],0.057,0,0.0,,,1,0.998,,"aleglitazar, ave0847, balaglitazone, balsalazide, bezafibrate, chiglitazar, clx-0921, db959, efatutazone, etalocib, farglitazar, imiglitazar, indeglitazar, lanifibranor, leriglitazone, mesalamine, mk-0767, muraglitazar, naveglitazar, olsalazine, oms405, pioglitazone, rivoglitazone, rosiglitazone, saroglitazar, sodelglitazar, tesaglitazar, troglitazone","bardoxolone methyl, icosapent","arhalofenate, atx08-001, int131, mbx-2044, mk-0533, netoglitazone"
HPSE2,GU_580.1 [Acute nephritic syndrome],0.057,0,0.0,,,0,0.001,,,,
ABCB1,NS_324.2 [Degenerative diseases of the basal ganglia (excluding parkinsonism)],0.057,0,0.0,,,1,0.882,,,"biricodar, encequidar, tariquidar, valspodar, zosuquidar",
FAT1,GE_972.9 [Muscular dystrophy],0.057,0,0.0,,,0,0.001,,,,
CHRM4,NS_324.2 [Degenerative diseases of the basal ganglia (excluding parkinsonism)],0.057,0,0.0,,,1,0.995,,xanomeline,"afacifenacin, darotropium, glycopyrronium, sofpironium, terodiline",
RDH8,SO_386.6 [Night blindness],0.057,0,0.0,,,0,0.0,,,,
