Gene,Phecode,RareGPS,Indication,Max phase,Gene expression,HGMD,Locus2gene,Mouse models,OTP clinical genetics,Text mining,Common variants,Rare variants,Rare variants (gene-level),Ultrarare variants (gene-level),Mantis-ML,Sources
NRXN1,MB_305.1 [Tics and tic disorders],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,2.964,2.105,0.032,0.112,,2
DRD2,MB_302.1 [Speech and language developmental delay],0.054,1,3.0,0.0,0.0,0.0,0.0,0.0,0.04,,2.519,0.319,0.109,0.902,3
RAB24,RE_484.1 [Spontaneous pneumothorax],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.614,0.119,,0.081,0.095,2
EIF2B1,GE_963.1 [Lipid storage disorders],0.054,0,0.0,0.0,0.0,0.0,0.0,0.752,0.198,,0.147,0.121,0.08,0.739,3
PTK2,GE_976.5 [Polycystic kidney disease],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,2.081,4.075,0.149,1.903,,2
ACAA2,EM_208.1 [Hypoparathyroidism],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.782,3.967,2.456,0.578,0.93,2
COPS2,GE_977.1 [Congenital ichthyosis],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.601,0.043,,0.031,0.22,2
ABL1,NS_323.3 [Motor neuron disease],0.054,1,1.0,0.0,0.0,0.0,0.0,0.0,0.079,1.652,2.831,0.487,1.746,0.884,3
CSNK1A1,CV_416.8 [Pre-excitation syndrome [Anomalous atrioventricular excitation]],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.637,1.015,,,0.206,2
TNF,MB_293.2 [Bulimia nervosa],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,,2.543,2.543,0.057,,2
RPL36,NS_344.2 [Benign intracranial hypertension],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.261,0.04,,0.269,1
NDUFA10,CV_414.1 [Hypertrophic cardiomyopathy],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,2.42,3.265,0.458,0.306,0.998,3
ICAM1,SO_365.3 [Exophthalmos [Proptosis]],0.054,0,0.0,0.0,0.304,0.0,0.0,0.0,0.088,1.889,2.359,0.163,0.123,0.792,4
MAP3K5,GE_970.1 [Sickle-cell disorders],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,2.268,1.653,0.065,0.287,,2
NUP93,GE_972.2 [Hereditary ataxia],0.054,0,0.0,0.0,0.684,0.0,0.0,0.0,0.076,,2.71,0.383,0.224,0.458,4
CHAF1A,CM_751.213 [Congenital cataract],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.355,0.035,,0.31,2
RUNX1,GE_973.5 [Huntington's disease],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.198,2.171,2.708,0.153,0.063,,2
CNTNAP1,SO_380.3 [Optic atrophy],0.054,0,0.0,0.0,0.0,0.0,0.459,0.0,0.0,,3.523,0.971,0.724,0.76,3
DKK1,EM_208.1 [Hypoparathyroidism],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.747,0.972,1.042,1.827,0.909,2
TENM3,CM_751.213 [Congenital cataract],0.054,0,0.0,0.0,0.654,0.0,0.0,0.0,0.0,3.491,3.092,,0.103,0.214,3
FGF7,MS_712.51 [Hypermobility syndrome],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,2.111,0.089,0.045,0.099,,2
CHUK,GI_540.11 [Autoimmune hepatitis],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.334,,0.615,0.24,0.161,,1
VWF,MS_700.43 [Polymyositis],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,1.407,3.101,0.187,0.199,,2
PITX2,GE_972.9 [Muscular dystrophy],0.054,0,0.0,0.0,0.0,0.0,0.283,0.0,0.076,2.18,0.175,0.092,0.062,0.647,4
CRABP1,CM_770.5 [Congenital osteodystrophies],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,3.714,0.069,0.078,0.073,0.309,3
ADRA2A,MS_725.1 [Spinal osteochondrosis],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.387,2.909,0.021,0.043,,1
RRM2B,GE_964.3 [Glycogen storage disease],0.054,0,0.0,0.0,0.0,0.0,0.291,0.0,0.032,2.062,0.107,0.069,1.875,,3
NFKB1,CV_414.1 [Hypertrophic cardiomyopathy],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,1.613,1.555,0.209,0.21,0.872,3
TSN,EM_209.4 [Diabetes insipidus],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.827,0.068,,3.27,0.051,2
ITGA4,CV_414.1 [Hypertrophic cardiomyopathy],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,2.928,2.66,0.856,1.124,0.13,3
SPG7,SO_380.3 [Optic atrophy],0.054,0,0.0,0.0,0.841,0.0,0.0,0.434,0.049,1.805,4.066,0.612,0.218,0.929,4
STAT3,NS_323.3 [Motor neuron disease],0.054,1,0.5,0.0,0.0,0.0,0.0,0.0,0.083,,2.323,0.124,0.156,0.943,3
KIF26B,GE_972.2 [Hereditary ataxia],0.054,0,0.0,0.0,0.547,0.0,0.0,0.413,0.0,5.07,3.475,0.043,0.15,0.611,3
BECN1,GE_972.9 [Muscular dystrophy],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,2.918,2.397,0.2,1.843,0.779,3
KCNK9,DE_663.2 [Pemphigoid],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,3.354,0.122,0.035,0.076,,2
F3,GE_971.14 [Von Willebrand's disease],0.054,1,0.5,0.0,0.0,0.0,0.482,0.0,0.042,2.513,0.57,0.094,2.377,,3
BARD1,SO_365.3 [Exophthalmos [Proptosis]],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,2.328,0.552,0.308,0.914,2
TSPAN5,GU_580.1 [Acute nephritic syndrome],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.054,0.045,0.093,0.225,2
TIAL1,NS_333.4 [Circadian rhythm sleep disorder],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.508,0.045,,2.603,0.208,2
RAN,GU_580.1 [Acute nephritic syndrome],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,,0.071,,,0.193,2
CD69,GI_542.8 [Biliary cirrhosis],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,2.783,0.124,0.125,0.098,,2
PRKCA,GE_973.5 [Huntington's disease],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,4.469,0.201,0.045,0.049,,2
TNFSF10,MS_700.3 [Systemic sclerosis],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.224,2.151,2.849,0.172,0.125,,2
ZBTB16,GE_972.2 [Hereditary ataxia],0.054,0,0.0,0.058,0.0,0.0,0.418,0.0,0.018,3.357,2.265,0.249,0.145,0.361,5
RPS29,GI_516.1 [Pyloric stenosis],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.127,0.063,,,0.098,2
TMEM121B,GU_603.4 [Atrophy of testis],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.536,2.325,0.013,0.025,,1
NTRK2,MB_293.1 [Anorexia nervosa],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,3.196,1.889,0.123,1.561,,2
GNAZ,NS_333.4 [Circadian rhythm sleep disorder],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.575,,0.018,0.286,2
TET2,MS_704.1 [Polyarteritis nodosa and related conditions],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.231,2.497,3.657,0.083,0.939,,2
ATXN7,GU_580.1 [Acute nephritic syndrome],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,2.691,4.661,1.369,0.158,0.073,3
HMGCR,GE_978.22 [Ehler's Danlos syndrome],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,,0.766,0.707,0.119,,1
VWF,BI_168.12 [Hemorrhagic disorder due to intrinsic circulating anticoagulants],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,1.954,3.515,0.495,0.241,,2
PRG4,MS_725.1 [Spinal osteochondrosis],0.054,0,0.0,0.0,0.0,0.0,0.482,0.0,0.044,2.316,0.73,0.324,1.743,,3
CSNK2A2,GU_580.1 [Acute nephritic syndrome],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,2.144,0.674,,0.07,0.244,3
SLC6A4,NS_328.13 [Frontotemporal dementia [FTD]],0.054,1,4.0,0.0,0.0,0.0,0.0,0.0,0.046,,1.556,0.188,0.186,,2
IL1B,GE_978.3 [Osteochondrodysplasias],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,,1.856,0.097,0.048,,2
NLRP3,GI_540.11 [Autoimmune hepatitis],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.556,1.906,3.385,0.142,0.185,,2
LPAR1,NS_344.11 [Communicating hydrocephalus],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,2.832,0.048,0.023,0.048,,2
ADRA2A,SO_380.3 [Optic atrophy],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.205,2.992,0.034,0.052,0.3,2
REST,GE_972.2 [Hereditary ataxia],0.054,0,0.0,0.0,0.0,0.0,0.334,0.0,0.024,1.642,2.257,0.184,0.135,0.937,4
MYB,GE_964.3 [Glycogen storage disease],0.054,0,0.0,0.0,0.0,0.0,0.348,0.0,0.012,2.803,2.283,0.123,0.166,,3
HK1,BI_162.1 [Constitutional (hereditary) aplastic anemia],0.054,0,0.0,0.0,0.0,0.0,0.377,0.0,0.034,1.44,0.119,0.131,0.106,,3
TAAR1,"MB_280.4 [Sedative, hypnotic, or anxiolytic related disorders]",0.054,1,4.0,0.0,0.0,0.0,0.0,0.0,0.19,,2.309,0.223,0.099,,2
SCNN1A,EM_211.1 [Adrenal hyperfunction],0.054,1,4.0,0.012,0.732,0.0,0.0,0.0,0.061,1.344,2.408,1.708,0.215,,4
VPS4A,GE_972.2 [Hereditary ataxia],0.054,0,0.0,0.0,0.0,0.0,0.283,0.0,0.073,,1.905,0.081,0.141,0.443,4
YPEL2,MB_291.1 [Conversion disorder],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.078,,3.036,,1
NOS1,GE_972.2 [Hereditary ataxia],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,3.047,3.793,0.733,0.325,0.951,3
AMH,GE_972.2 [Hereditary ataxia],0.054,0,0.0,0.053,0.0,0.0,0.0,0.0,0.109,,2.799,0.218,0.151,0.28,4
SYNCRIP,NS_323.3 [Motor neuron disease],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,1.937,2.07,0.202,0.153,0.522,3
THBD,GE_978.22 [Ehler's Danlos syndrome],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,2.001,1.335,0.053,2.837,,2
BRD2,DE_663.2 [Pemphigoid],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.163,,2.337,0.311,0.164,,2
ZFP36L1,MS_705.2 [Juvenile rheumatoid arthritis [JRA/JIA]],0.054,0,0.0,0.0,0.0,0.4,0.0,0.0,0.038,2.114,0.11,,0.046,,2
ITGA8,GU_580.1 [Acute nephritic syndrome],0.054,0,0.0,0.0,0.532,0.0,0.0,0.0,0.065,2.628,0.658,0.12,0.442,0.443,4
CSNK1A1,NS_340.3 [Inflammatory and immune myopathies],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,1.935,0.307,,,,2
NLRP3,GE_973.5 [Huntington's disease],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.763,1.912,0.505,0.045,0.062,,2
TRPM6,MS_712.51 [Hypermobility syndrome],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,2.449,2.972,0.542,0.126,,2
KCNJ11,BI_179.1 [Hypogammaglobulinemia NOS],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,2.845,,0.036,0.314,2
LRRC3B,CV_430.3 [Nontraumatic subdural hemorrhage],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.925,0.166,,0.113,,1
PRMT8,CM_763.13 [Patent ductus arteriosus],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.517,0.073,0.013,0.037,0.288,2
RAD23B,RE_484.1 [Spontaneous pneumothorax],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.725,0.495,,0.131,0.189,2
SMARCA1,GE_961.1 [Phakomatoses],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,2.516,3.981,0.077,2.748,0.166,3
SDHAF2,NS_341.1 [Cerebral palsy],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.41,0.147,0.074,0.911,2
SLC6A4,NS_333.7 [Narcolepsy],0.054,1,4.0,0.0,0.0,0.0,0.0,0.0,0.018,2.897,0.222,0.111,0.117,,2
AR,GU_580.1 [Acute nephritic syndrome],0.054,1,1.0,0.0,0.0,0.0,0.0,0.0,0.018,3.611,1.883,,0.019,0.959,3
RPL17,EM_208.1 [Hypoparathyroidism],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.199,,,0.167,2
RPS11,GE_977.1 [Congenital ichthyosis],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.325,,0.013,0.337,1
PTCH1,CM_750.16 [Arnold-Chiari syndrome*],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.556,1.715,0.322,1.881,0.982,2
CORO2B,CM_770.5 [Congenital osteodystrophies],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,2.467,0.319,0.149,0.099,0.167,3
CDK5R1,NS_323.3 [Motor neuron disease],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,2.607,0.124,0.05,0.094,0.278,3
TP53,GE_978.22 [Ehler's Danlos syndrome],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,2.006,0.728,0.075,0.059,,2
MAU2,CV_414.1 [Hypertrophic cardiomyopathy],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.674,2.881,,0.102,0.165,2
ATP2B2,GE_977.1 [Congenital ichthyosis],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,2.328,1.664,0.133,0.124,0.206,3
CHST3,GE_978.3 [Osteochondrodysplasias],0.054,0,0.0,0.0,0.0,0.0,0.0,0.21,0.097,1.78,1.255,0.146,0.129,,3
NDUFA1,GI_540.11 [Autoimmune hepatitis],0.054,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.058,,3.143,,1
GAGE1,GU_617.1 [Incompetence of cervix uteri],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.058,,3.776,,1
ELK1,GE_973.5 [Huntington's disease],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.06,,4.185,,1
RBBP7,SO_381.5 [Vertical strabismus],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.059,,3.343,,1
RBBP7,NS_344.13 [(Idiopathic) normal pressure hydrocephalus],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.059,,3.102,,1
ARHGAP35,CV_433.3 [Cerebrovascular insufficiency],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.079,,0.024,0.227,2
ADM,GU_580.1 [Acute nephritic syndrome],0.054,0,0.0,0.0,0.0,0.0,0.331,0.0,0.084,4.195,2.526,0.046,0.069,0.642,4
SLC9A6,GE_972.2 [Hereditary ataxia],0.054,0,0.0,0.079,0.684,0.0,0.298,0.0,0.072,,3.007,2.95,0.122,0.882,6
MMP9,CV_413.41 [Pulmonary valve stenosis],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.586,1.116,0.113,0.965,2
POC1B,SO_380.3 [Optic atrophy],0.054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.788,1.784,0.332,0.159,0.966,2
MSC,DE_666.4 [Dermatographic urticaria],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,3.528,0.015,0.049,,1
NR3C1,NS_323.3 [Motor neuron disease],0.053,1,2.0,0.0,0.0,0.0,0.0,0.0,0.041,2.003,1.803,0.298,1.026,0.646,3
TINF2,GE_972.2 [Hereditary ataxia],0.053,0,0.0,0.0,0.547,0.0,0.0,0.0,0.048,,1.859,0.079,0.117,0.574,4
SLC52A2,SO_380.3 [Optic atrophy],0.053,0,0.0,0.0,0.547,0.0,0.0,0.402,0.012,,2.767,0.333,0.14,0.282,4
COL6A3,GE_963.1 [Lipid storage disorders],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,2.85,2.708,0.101,0.251,0.201,3
ITSN1,MS_704.1 [Polyarteritis nodosa and related conditions],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,2.066,4.028,0.475,0.248,,2
AHI1,SO_381.5 [Vertical strabismus],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.199,2.411,3.877,0.606,0.174,,2
NBPF1,CV_441 [Arteriovenous malformation],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,1.87,2.658,1.05,0.089,,2
HDAC6,CV_433.3 [Cerebrovascular insufficiency],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.107,,3.907,0.126,0.113,0.617,3
PPP2R2A,CV_413.41 [Pulmonary valve stenosis],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.496,2.987,,0.011,0.31,2
KITLG,CM_770.5 [Congenital osteodystrophies],0.053,0,0.0,0.0,0.0,0.0,0.257,0.0,0.055,1.969,0.089,0.096,0.075,0.806,4
MAP1B,GI_516.1 [Pyloric stenosis],0.053,0,0.0,0.0,0.547,0.0,0.0,0.362,0.0,2.94,3.064,0.13,0.426,0.892,3
NAMPT,GE_978.3 [Osteochondrodysplasias],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,1.873,0.114,0.043,0.099,,2
PJA1,GE_973.5 [Huntington's disease],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,2.94,0.281,,0.012,,2
SRSF1,SO_386.6 [Night blindness],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.049,,,0.341,1
GH1,"EM_209.11 [Tall stature, acromegaly and gigantism]",0.053,0,0.0,0.0,0.0,0.0,0.438,0.0,0.285,1.448,1.433,0.129,0.044,,3
PDGFRB,GU_580.1 [Acute nephritic syndrome],0.053,1,2.0,0.0,0.0,0.0,0.0,0.0,0.13,1.902,3.281,1.138,1.383,0.883,3
EIF2AK3,CM_770.5 [Congenital osteodystrophies],0.053,0,0.0,0.0,0.894,0.0,0.0,0.0,0.062,,1.683,0.391,1.02,0.705,4
PRKCE,GE_977.6 [Congenital cutaneous mastocytosis*],0.053,1,4.0,0.0,0.0,0.0,0.0,0.0,0.036,1.994,1.661,0.055,0.057,,2
HDAC9,GI_540.11 [Autoimmune hepatitis],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,2.307,4.053,0.32,0.223,,2
CACNA2D2,NS_323.3 [Motor neuron disease],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,,1.983,0.467,0.294,0.029,3
CTDSP2,GU_580.1 [Acute nephritic syndrome],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.141,,0.117,0.082,1
RBBP4,GE_972.9 [Muscular dystrophy],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.464,,0.014,0.19,2
FGD5,GU_580.1 [Acute nephritic syndrome],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,2.921,3.328,0.33,1.027,0.085,3
AP2B1,RE_484.1 [Spontaneous pneumothorax],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.955,0.23,,0.085,0.202,2
SPCS2,CM_763.13 [Patent ductus arteriosus],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.038,0.039,0.028,0.287,1
PAX9,GE_978.3 [Osteochondrodysplasias],0.053,0,0.0,0.0,0.0,0.0,0.336,0.0,0.061,2.296,2.436,0.106,0.087,,3
UBE2E3,SO_369.62 [Keratoconus],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.021,0.082,,,0.134,2
CLDN5,GE_972.9 [Muscular dystrophy],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,2.112,0.163,0.028,0.05,0.469,3
AGPS,NS_323.3 [Motor neuron disease],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,1.427,3.552,0.146,0.211,0.099,3
NR3C1,MS_700.42 [Dermatomyositis],0.053,1,4.0,0.0,0.0,0.0,0.0,0.0,0.018,2.739,3.263,3.051,0.087,,2
ANGPT1,NS_339.2 [Myotonic disorders],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,3.209,0.128,0.102,0.063,,2
VPS29,CV_413.41 [Pulmonary valve stenosis],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.046,0.024,0.035,0.245,1
NOS3,GE_963.1 [Lipid storage disorders],0.053,0,0.0,0.0,0.182,0.0,0.276,0.0,0.21,,3.157,0.435,0.178,0.223,5
DLG4,CV_438.41 [Aortic dissection],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.278,,0.024,0.222,1
TFAP2A,MS_700.3 [Systemic sclerosis],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,1.767,0.151,0.092,0.128,,2
CHEK1,SO_365.3 [Exophthalmos [Proptosis]],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.072,0.4,1.085,0.963,2
RPL14,RE_484.1 [Spontaneous pneumothorax],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.026,2.235,,0.029,0.28,2
IL1R1,MS_700.3 [Systemic sclerosis],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.173,1.886,0.58,0.414,0.093,,2
DPYSL2,GE_961.1 [Phakomatoses],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,,1.556,0.114,0.153,0.394,3
FLNC,NS_323.3 [Motor neuron disease],0.053,0,0.0,0.0,0.426,0.0,0.406,0.0,0.0,,3.517,1.305,1.699,0.331,4
SHOX,GU_580.55 [Diffuse mesangiocapillary glomerulonephritis*],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.064,,3.58,,1
RRM2,NS_323.3 [Motor neuron disease],0.053,1,2.0,0.0,0.0,0.0,0.0,0.0,0.064,1.934,1.833,0.173,0.092,0.428,3
RAB8A,GE_963.1 [Lipid storage disorders],0.053,0,0.0,0.0,0.0,0.0,0.391,0.0,0.061,2.333,0.081,0.038,0.042,0.03,4
USP24,EM_209.4 [Diabetes insipidus],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.452,2.63,,0.087,0.124,2
NIPBL,GE_961.1 [Phakomatoses],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.108,1.847,1.92,0.253,0.217,0.538,3
GAS1,GE_978.3 [Osteochondrodysplasias],0.053,0,0.0,0.0,0.0,0.0,0.287,0.0,0.0,3.147,1.336,0.017,0.048,,2
NR5A2,BI_162.1 [Constitutional (hereditary) aplastic anemia],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,2.368,0.155,0.066,0.062,,2
ZMAT2,CM_763.13 [Patent ductus arteriosus],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.022,,0.013,0.23,1
ATG9A,CV_433.3 [Cerebrovascular insufficiency],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,3.117,2.301,0.449,1.363,0.115,3
KCNN3,MB_293.1 [Anorexia nervosa],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,2.991,0.579,0.061,0.08,,2
PTGS2,MS_700.42 [Dermatomyositis],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,1.394,0.081,0.071,0.083,,2
LRP1,GE_971.11 [Hereditary factor VIII deficiency [Hemophilia A]],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.135,,4.034,0.613,0.722,,2
TBC1D20,GE_972.2 [Hereditary ataxia],0.053,0,0.0,0.0,0.547,0.0,0.371,0.0,0.012,,2.897,0.142,0.168,0.293,5
CACNA1A,CV_433.3 [Cerebrovascular insufficiency],0.053,0,0.0,0.0,0.745,0.0,0.0,0.0,0.018,4.426,2.557,0.087,0.094,0.409,4
TSPAN5,CM_763.31 [Ventricular septal defect],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.736,0.038,0.045,0.093,0.152,2
UCHL1,GE_972.1 [Hereditary neuropathy],0.053,0,0.0,0.0,0.0,0.0,0.333,0.0,0.094,1.476,0.282,0.064,0.093,,3
SCN5A,GE_964.3 [Glycogen storage disease],0.053,1,1.0,0.0,0.0,0.0,0.436,0.0,0.042,2.113,3.005,0.554,0.371,,3
FGF19,GE_970.1 [Sickle-cell disorders],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.597,4.863,0.008,0.033,,1
CP,GE_966.2 [Disorders of porphyrin metabolism],0.053,0,0.0,0.0,0.0,0.0,0.291,0.0,0.049,2.612,0.365,0.073,0.047,,3
FHL2,CV_414.1 [Hypertrophic cardiomyopathy],0.053,0,0.0,0.0,0.732,0.0,0.0,0.129,0.626,2.055,3.547,2.164,0.176,0.439,4
NUP62,GU_580.1 [Acute nephritic syndrome],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.513,,0.02,0.217,2
KHDRBS1,NS_323.3 [Motor neuron disease],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,1.951,2.016,0.077,0.127,0.518,3
CHM,SO_369.62 [Keratoconus],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.694,1.505,0.184,0.127,0.99,2
PAX8,GU_580.1 [Acute nephritic syndrome],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,1.961,0.719,0.209,0.149,0.71,3
FGF10,CM_751.213 [Congenital cataract],0.053,0,0.0,0.0,0.0,0.0,0.417,0.0,0.0,2.884,0.55,,0.034,0.307,3
MEMO1,RE_484.1 [Spontaneous pneumothorax],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788,0.16,,0.075,0.083,2
YPEL5,SO_369.62 [Keratoconus],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.458,0.04,,,0.124,2
DROSHA,NS_328.13 [Frontotemporal dementia [FTD]],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,2.452,3.58,0.471,0.236,,2
HMGB1,RE_477.2 [Hypersensitivity pneumonitis],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,2.797,1.713,0.107,,,2
RORA,NS_323.3 [Motor neuron disease],0.053,0,0.0,0.022,0.0,0.0,0.59,0.0,0.0,2.951,2.744,,,0.162,4
ERVW-1,NS_338.1 [Myasthenia gravis],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,2.415,,,,,2
RHOG,CM_750.16 [Arnold-Chiari syndrome*],0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.264,,0.01,0.243,1
